agence_cat,biblionumber,collection,collection1,collection2,collection3,collection4,date_transaction,element_initial,point_acces,subd_chrono,subd_forme,subd_geo,subd_sujet,support,unimarc
Roubaix,234,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,Musique,"Musique - Disques - France - 19e siècle","19e siècle",ABS,France,Disques,"Disque compact",f606
Roubaix,234,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2016-07-03,3,3,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,236,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Rock (musique)","Rock (musique) - Disques - Allemagne",ABS,ABS,Allemagne,Disques,"Disque compact",f606
Roubaix,236,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Pop music","Pop music - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,236,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Rock progressif","Rock progressif - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,236,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Autre,237,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",,"Chansons françaises","Chansons françaises - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Autre,237,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",,099.2,099.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Autre,238,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",,ABS,ABS,ABS,ABS,ABS,ABS,"Disque compact",ABS
Roubaix,239,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2007-08-28,Symphonies,"Symphonies - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,239,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2007-08-28,"Musique romantique (19e siècle)","Musique romantique (19e siècle) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,239,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2007-08-28,Musique,"Musique - Disques - France - 19e siècle","19e siècle",ABS,France,Disques,"Disque compact",f606
Roubaix,239,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2007-08-28,"Ouvertures (musique)","Ouvertures (musique) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,239,"Adultes - Musique et arts vivants - Musique - Musique classique",Adultes,"Musique et arts vivants",Musique,"Musique classique",2007-08-28,3,3,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,242,"Adultes - Arts, création, vie pratique - Arts - Arts plastiques",Adultes,"Arts, création, vie pratique",Arts,"Arts plastiques",1993-12-15,"Art grec","Art grec",ABS,ABS,ABS,ABS,Livre,f606
BnF,242,"Adultes - Arts, création, vie pratique - Arts - Arts plastiques",Adultes,"Arts, création, vie pratique",Arts,"Arts plastiques",1993-12-15,Grèce,"Grèce - Civilisation - Jusqu'à 146 av. J.-C.","Jusqu'à 146 av. J.-C.",ABS,ABS,Civilisation,Livre,f607
BnF,242,"Adultes - Arts, création, vie pratique - Arts - Arts plastiques",Adultes,"Arts, création, vie pratique",Arts,"Arts plastiques",1993-12-15,709.38,709.38,ABS,ABS,ABS,ABS,Livre,f676
BnF,242,"Adultes - Arts, création, vie pratique - Arts - Arts plastiques",Adultes,"Arts, création, vie pratique",Arts,"Arts plastiques",1993-12-15,"70 ","70 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,243,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2011-05-20,"Lille (Nord)","Lille (Nord) - Roman",ABS,ABS,ABS,Roman,Livre,f607
BnF,244,"Adultes - Littératures - Livres large vision",Adultes,Littératures,"Livres large vision",INC,1992-12-04,823,823,ABS,ABS,ABS,ABS,"Livre en gros caractères",f686
BnF,245,"Adultes - Littératures - Livres large vision",Adultes,Littératures,"Livres large vision",INC,1992-12-04,823,823,ABS,ABS,ABS,ABS,"Livre en gros caractères",f686
BnF,246,"Adultes - Littératures - Livres large vision",Adultes,Littératures,"Livres large vision",INC,1991-02-19,823,823,ABS,ABS,ABS,ABS,"Livre en gros caractères",f686
BnF,247,"Adultes - Divers",Adultes,Divers,INC,INC,1991-10-24,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,248,"Adultes - Divers",Adultes,Divers,INC,INC,1980-04-11,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,249,"Adultes - Divers",Adultes,Divers,INC,INC,1992-08-13,Sourds,"Sourds - Communication",ABS,ABS,ABS,Communication,Livre,f606
BnF,249,"Adultes - Divers",Adultes,Divers,INC,INC,1992-08-13,"Langage par signes","Langage par signes",ABS,ABS,ABS,ABS,Livre,f606
BnF,249,"Adultes - Divers",Adultes,Divers,INC,INC,1992-08-13,419,419,ABS,ABS,ABS,ABS,Livre,f676
BnF,249,"Adultes - Divers",Adultes,Divers,INC,INC,1992-08-13,"80 ","80 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,250,"Adultes - Divers",Adultes,Divers,INC,INC,2016-07-03,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,254,"Adultes - Divers",Adultes,Divers,INC,INC,2005-11-14,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,255,"Adultes - Divers",Adultes,Divers,INC,INC,2005-11-14,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,262,"Adultes - Divers",Adultes,Divers,INC,INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
BnF,265,"Adultes - Littératures - Livres large vision",Adultes,Littératures,"Livres large vision",INC,1992-05-19,823,823,ABS,ABS,ABS,ABS,"Livre en gros caractères",f686
BnF,266,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-03-31,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,267,"Adultes - Divers",Adultes,Divers,INC,INC,1980-04-11,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,268,"Adultes - Divers",Adultes,Divers,INC,INC,1980-04-11,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,270,"Adultes - Divers",Adultes,Divers,INC,INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Autre,272,"Adultes - Divers",Adultes,Divers,INC,INC,,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,275,"Adultes - Divers",Adultes,Divers,INC,INC,2016-07-03,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
BnF,276,"Adultes - Divers",Adultes,Divers,INC,INC,1993-04-09,843.91,843.91,ABS,ABS,ABS,ABS,Livre,f676
BnF,276,"Adultes - Divers",Adultes,Divers,INC,INC,1993-04-09,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,277,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-04-16,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,278,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-03-31,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,279,"Adultes - Littératures - Romans - Romans policiers",Adultes,Littératures,Romans,"Romans policiers",1993-04-29,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,282,"Adultes - Littératures - Courts récits - Contes",Adultes,Littératures,"Courts récits",Contes,1988-03-01,824,824,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,283,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2007-08-28,Marionnettes,Marionnettes,ABS,ABS,ABS,ABS,Livre,f606
Roubaix,284,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,2013-03-06,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,286,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,2016-07-03,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
BnF,291,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1993-01-08,823,823,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,292,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,293,"Adultes - Divers",Adultes,Divers,INC,INC,2013-06-12,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,294,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,295,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2011-05-20,"Guerre mondiale (1914-1918)","Guerre mondiale (1914-1918) - Roman - Nord (France)",ABS,ABS,"Nord (France)",Roman,Livre,f606
Roubaix,296,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,2007-08-28,"Périodiques français","Périodiques français - Index",ABS,ABS,ABS,Index,Livre,f606
Roubaix,296,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,2007-08-28,025.4,025.4,ABS,ABS,ABS,ABS,Livre,f676
Autre,297,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,,"Français (langue)","Français (langue) - Dictionnaires latins",ABS,ABS,ABS,"Dictionnaires latins",Livre,f606
Autre,297,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,,473.2,473.2,ABS,ABS,ABS,ABS,Livre,f676
BnF,298,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1977-08-31,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,301,INC,INC,INC,INC,INC,1997-01-26,Costume,"Costume - Histoire - France",ABS,ABS,France,Histoire,Livre,f606
BnF,301,INC,INC,INC,INC,INC,1997-01-26,"746.920 944","746.920 944",ABS,ABS,ABS,ABS,Livre,f676
BnF,301,INC,INC,INC,INC,INC,1997-01-26,"39 ","39 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,303,"Patrimoine - Roubaix et sa région - Région",Patrimoine,"Roubaix et sa région",Région,INC,2007-08-28,"Picardie (France)","Picardie (France)",ABS,ABS,ABS,ABS,Livre,f607
Roubaix,303,"Patrimoine - Roubaix et sa région - Région",Patrimoine,"Roubaix et sa région",Région,INC,2007-08-28,944,944,ABS,ABS,ABS,ABS,Livre,f676
BnF,304,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,1991-09-05,"Français (langue)","Français (langue) - Dictionnaires - Nord-Pas-de-Calais (France)",ABS,ABS,"Nord-Pas-de-Calais (France)",Dictionnaires,Livre,f606
BnF,304,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,1991-09-05,447.27,447.27,ABS,ABS,ABS,ABS,Livre,f676
BnF,304,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,1991-09-05,"80 ","80 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,308,"Adultes - Divers",Adultes,Divers,INC,INC,1992-10-14,Enseignement,"Enseignement - France - 1970-....",1970-....,ABS,France,ABS,Livre,f606
BnF,308,"Adultes - Divers",Adultes,Divers,INC,INC,1992-10-14,"Sociologie de l'éducation","Sociologie de l'éducation - France",ABS,ABS,France,ABS,Livre,f606
BnF,308,"Adultes - Divers",Adultes,Divers,INC,INC,1992-10-14,"370.150 944","370.150 944",ABS,ABS,ABS,ABS,Livre,f676
BnF,308,"Adultes - Divers",Adultes,Divers,INC,INC,1992-10-14,"37 ","37 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,314,INC,INC,INC,INC,INC,2012-11-29,"Paris (France)","Paris (France) - Ouvrages illustrés",ABS,ABS,ABS,"Ouvrages illustrés",Livre,f607
Roubaix,314,INC,INC,INC,INC,INC,2012-11-29,779,779,ABS,ABS,ABS,ABS,Livre,f676
Roubaix,315,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,2016-07-03,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
BnF,317,"Adultes - Littératures - Textes littéraires",Adultes,Littératures,"Textes littéraires",INC,1993-05-14,Vieillissement,"Vieillissement - Aspect psychologique",ABS,ABS,ABS,"Aspect psychologique",Livre,f606
BnF,317,"Adultes - Littératures - Textes littéraires",Adultes,Littératures,"Textes littéraires",INC,1993-05-14,"1  ","1  ",ABS,ABS,ABS,ABS,Livre,f686
BnF,318,"Adultes - Divers",Adultes,Divers,INC,INC,1993-06-24,"Presse audiovisuelle","Presse audiovisuelle - France - 1970-....",1970-....,ABS,France,ABS,Livre,f606
BnF,318,"Adultes - Divers",Adultes,Divers,INC,INC,1993-06-24,"0  ","0  ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,319,"Adultes - Divers",Adultes,Divers,INC,INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,322,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2012-04-06,"Nord (France)","Nord (France) - Roman",ABS,ABS,ABS,Roman,Livre,f607
Roubaix,322,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2012-04-06,"Roubaix (Nord)","Roubaix (Nord) - Roman",ABS,ABS,ABS,Roman,Livre,f607
BnF,324,"Adultes - Littératures - Romans - Romans policiers",Adultes,Littératures,Romans,"Romans policiers",1993-05-28,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,328,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1989-11-22,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,331,INC,INC,INC,INC,INC,1993-05-18,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,333,"Adultes - Divers",Adultes,Divers,INC,INC,1993-09-07,"Écrits d'artistes","Écrits d'artistes - France",ABS,ABS,France,ABS,Livre,f606
BnF,333,"Adultes - Divers",Adultes,Divers,INC,INC,1993-09-07,"Journaux français","Journaux français - Arts",ABS,ABS,ABS,Arts,Livre,f606
BnF,333,"Adultes - Divers",Adultes,Divers,INC,INC,1993-09-07,"70 ","70 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,334,"Adultes - Littératures - Romans - Romans policiers",Adultes,Littératures,Romans,"Romans policiers",1993-06-25,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,335,INC,INC,INC,INC,INC,1993-06-17,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,337,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-06-03,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,338,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1994-03-16,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,339,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-06-15," Moghols "," Moghols  -  dynastie - Biographies",ABS,ABS,ABS,Biographies,Livre,f600
BnF,339,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-06-15,"Empire moghol","Empire moghol - Histoire",ABS,ABS,ABS,Histoire,Livre,f607
BnF,339,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-06-15,"Empire moghol","Empire moghol - Civilisation",ABS,ABS,ABS,Civilisation,Livre,f607
BnF,339,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-06-15,954.025,954.025,ABS,ABS,ABS,ABS,Livre,f676
BnF,339,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-06-15,"92 ","92 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,340,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-05-28,"813.54 (oeuvre)","813.54 (oeuvre)",ABS,ABS,ABS,ABS,Livre,f676
BnF,340,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-05-28,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,346,"Adultes - Divers",Adultes,Divers,INC,INC,1993-04-02,Sectes,Sectes,ABS,ABS,ABS,ABS,Livre,f606
BnF,346,"Adultes - Divers",Adultes,Divers,INC,INC,1993-04-02,"1  ","1  ",ABS,ABS,ABS,ABS,Livre,f686
BnF,347,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-05-03,Algérie,"Algérie - 1954-1962 (Guerre d'Algérie)","1954-1962 (Guerre d'Algérie)",ABS,ABS,ABS,Livre,f607
BnF,347,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-05-03,965.046,965.046,ABS,ABS,ABS,ABS,Livre,f676
BnF,347,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-05-03,93,93,ABS,ABS,ABS,ABS,Livre,f686
BnF,349,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-05-05,"Guerre mondiale (1939-1945)","Guerre mondiale (1939-1945) - Vichy (Allier)",ABS,ABS,"Vichy (Allier)",ABS,Livre,f606
BnF,349,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-05-05,France,"France - 1940-1945 (Occupation allemande)","1940-1945 (Occupation allemande)",ABS,ABS,ABS,Livre,f607
BnF,349,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-05-05,"Vichy (Allier)","Vichy (Allier) - 1940-1945",1940-1945,ABS,ABS,ABS,Livre,f607
BnF,349,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-05-05,France,"France - Capitale",ABS,ABS,ABS,Capitale,Livre,f607
BnF,349,"Adultes - Comprendre et se former - Histoire",Adultes,"Comprendre et se former",Histoire,INC,1993-05-05,"93 ","93 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,353,"Adultes - Littératures - Courts récits - Nouvelles",Adultes,Littératures,"Courts récits",Nouvelles,1993-05-28,843.914,843.914,ABS,ABS,ABS,ABS,Livre,f676
BnF,353,"Adultes - Littératures - Courts récits - Nouvelles",Adultes,Littératures,"Courts récits",Nouvelles,1993-05-28,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,354,"Adultes - Arts, création, vie pratique - Arts - Arts plastiques",Adultes,"Arts, création, vie pratique",Arts,"Arts plastiques",1993-06-03,"Paris (France)","Paris (France) - Ouvrages illustrés",ABS,ABS,ABS,"Ouvrages illustrés",Livre,f607
BnF,354,"Adultes - Arts, création, vie pratique - Arts - Arts plastiques",Adultes,"Arts, création, vie pratique",Arts,"Arts plastiques",1993-06-03,"91 ","91 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,356,"Adultes - Divers",Adultes,Divers,INC,INC,1993-05-06," Hubbard   L. Ron   1911-1986"," Hubbard  -  L. Ron  -  1911-1986",ABS,ABS,ABS,ABS,Livre,f600
BnF,356,"Adultes - Divers",Adultes,Divers,INC,INC,1993-05-06,"92 ","92 ",ABS,ABS,ABS,ABS,Livre,f686
BnF,357,"Adultes - Divers",Adultes,Divers,INC,INC,1993-05-06,Journalisme,"Journalisme - France - 1870-1914",1870-1914,ABS,France,ABS,Livre,f606
BnF,357,"Adultes - Divers",Adultes,Divers,INC,INC,1993-05-06,"Presse et littérature","Presse et littérature - France - 1870-1914",1870-1914,ABS,France,ABS,Livre,f606
BnF,357,"Adultes - Divers",Adultes,Divers,INC,INC,1993-05-06,"Presse et politique","Presse et politique - France - 1870-1914",1870-1914,ABS,France,ABS,Livre,f606
BnF,357,"Adultes - Divers",Adultes,Divers,INC,INC,1993-05-06,"074.090 34","074.090 34",ABS,ABS,ABS,ABS,Livre,f676
BnF,357,"Adultes - Divers",Adultes,Divers,INC,INC,1993-05-06,"0  ","0  ",ABS,ABS,ABS,ABS,Livre,f686
BnF,359,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1993-05-19,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,361,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,1995-07-28,"Grandes puissances","Grandes puissances - Cartes",ABS,ABS,ABS,Cartes,Livre,f606
BnF,361,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,1995-07-28,"Géographie historique","Géographie historique - Cartes",ABS,ABS,ABS,Cartes,Livre,f606
BnF,361,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,1995-07-28,"Histoire universelle","Histoire universelle - Cartes",ABS,ABS,ABS,Cartes,Livre,f606
BnF,361,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,1995-07-28,909,909,ABS,ABS,ABS,ABS,Livre,f676
BnF,361,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,1995-07-28,911,911,ABS,ABS,ABS,ABS,Livre,f676
BnF,361,"Adultes - Comprendre et se former - Usuels (salle d'étude)",Adultes,"Comprendre et se former","Usuels (salle d'étude)",INC,1995-07-28,93,93,ABS,ABS,ABS,ABS,Livre,f686
BnF,363,INC,INC,INC,INC,INC,1993-08-05,823,823,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,364,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-01-31,Jazz,"Jazz - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,364,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-01-31,Blues,"Blues - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,364,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-01-31,Jazz-rock,"Jazz-rock - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,364,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-01-31,"Guitare, Musique de (jazz)","Guitare, Musique de (jazz) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,364,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2016-01-31,1,1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,366,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2016-01-31,"Rock (musique)","Rock (musique) - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,366,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2016-01-31,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,374,"Adultes - Divers",Adultes,Divers,INC,INC,1991-07-12,Femmes,"Femmes - Conditions sociales - Yémen",ABS,ABS,Yémen,"Conditions sociales",Livre,f606
BnF,374,"Adultes - Divers",Adultes,Divers,INC,INC,1991-07-12,Yémen,"Yémen - Moeurs et coutumes",ABS,ABS,ABS,"Moeurs et coutumes",Livre,f607
BnF,374,"Adultes - Divers",Adultes,Divers,INC,INC,1991-07-12,"39 ","39 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,375,"Adultes - Musique et arts vivants - Musique - Musique d'ambiance",Adultes,"Musique et arts vivants",Musique,"Musique d'ambiance",2016-07-03,"Orgue limonaire","Orgue limonaire - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,375,"Adultes - Musique et arts vivants - Musique - Musique d'ambiance",Adultes,"Musique et arts vivants",Musique,"Musique d'ambiance",2016-07-03,"Musique mécanique","Musique mécanique - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,375,"Adultes - Musique et arts vivants - Musique - Musique d'ambiance",Adultes,"Musique et arts vivants",Musique,"Musique d'ambiance",2016-07-03,580,580,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,376,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,"Rock (musique)","Rock (musique) - Disques - Angleterre (GB)",ABS,ABS,"Angleterre (GB)",Disques,"Disque compact",f606
Roubaix,376,"Adultes - Musique et arts vivants - Musique - Rock",Adultes,"Musique et arts vivants",Musique,Rock,2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,378,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2007-08-28,Jazz,"Jazz - Disques - Etats-Unis",ABS,ABS,Etats-Unis,Disques,"Disque compact",f606
Roubaix,378,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2007-08-28,"Saxophone ténor, Musique de (jazz)","Saxophone ténor, Musique de (jazz) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,378,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2007-08-28,Jazz-rock,"Jazz-rock - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,378,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2007-08-28,1,1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,380,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,"Rock (musique)","Rock (musique) - Disques - Lyon (Rhône)",ABS,ABS,"Lyon (Rhône)",Disques,"Disque compact",f606
Roubaix,380,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,"Pop music","Pop music - Disques - Lyon (Rhône)",ABS,ABS,"Lyon (Rhône)",Disques,"Disque compact",f606
Roubaix,380,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,2,2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,381,"Adultes - Musique et arts vivants - Musique - Jazz",Adultes,"Musique et arts vivants",Musique,Jazz,2005-11-14,ABS,ABS,ABS,ABS,ABS,ABS,"Disque compact",ABS
